Customer ID,Item ID,Qty,Stocking U/M,Amount,period
Advert,FG - CC - Medium X24,250.0,,500000.0,Dec-25
Advert,FG - CC - Mini X72,340.0,Pack,1020000.0,Dec-25
AO,BB BIG - X24,1472.0,,2679040.0,Dec-25
AO,FG - CC - Medium X24,1347.0,,2559300.0,Dec-25
AO,FG - CC - Mini X72,361.0,Pack,1028850.0,Dec-25
AO,FG/N - BB BIG X12,717.0,Bag,1304940.0,Dec-25
AO,FG/N - PP BIG,204.0,Bag,2550000.0,Dec-25
AO,POKI DEL,1577.0,,2870140.0,Dec-25
AS,BB BIG - X24,725.0,,1319500.0,Dec-25
AS,FG/N - BB BIG X12,150.0,Bag,273000.0,Dec-25
AS,FG/N - PP BIG,76.0,Bag,950000.0,Dec-25
AS,POKI DEL,453.0,,824460.0,Dec-25
DAM,BB BIG - X24,3.0,,6000.0,Dec-25
DAM,FG/N - BB BIG X12,6.0,Bag,12000.0,Dec-25
DAM,FG/N - PP BIG,0.95,Bag,13000.0,Dec-25
DE,BB BIG - X24,911.0,,1658020.0,Dec-25
DE,FG - CC - Medium X24,43.0,,81700.0,Dec-25
DE,FG - CC - Mini X72,18.0,Pack,51300.0,Dec-25
DE,FG/N - BB BIG X12,748.0,Bag,1361360.0,Dec-25
DE,FG/N - PP BIG,34.0,Bag,425000.0,Dec-25
DE,POKI DEL,126.0,,229320.0,Dec-25
DV,BB BIG - X24,610.0,,1110200.0,Dec-25
DV,FG - CC - Medium X24,384.0,,729600.0,Dec-25
DV,FG - CC - Mini X72,68.0,Pack,193800.0,Dec-25
DV,FG/N - BB BIG X12,290.0,Bag,527800.0,Dec-25
DV,FG/N - PP BIG,19.0,Bag,237500.0,Dec-25
DV,POKI DEL,270.0,,491400.0,Dec-25
Edith,BB BIG - X24,2278.0,,4145960.0,Dec-25
Edith,FG - CC - Medium X24,15.0,,28500.0,Dec-25
Edith,FG - CC - Mini X72,5.0,Pack,14250.0,Dec-25
Edith,FG/N - BB BIG X12,1465.0,Bag,2666300.0,Dec-25
Edith,FG/N - PP BIG,358.0,Bag,4475000.0,Dec-25
Edith,POKI DEL,1845.0,,3357900.0,Dec-25
EM,BB BIG - X24,824.0,,1499680.0,Dec-25
EM,FG - CC - Medium X24,271.0,,514900.0,Dec-25
EM,FG - CC - Mini X72,38.0,Pack,108300.0,Dec-25
EM,FG/N - BB BIG X12,753.0,Bag,1370460.0,Dec-25
EM,FG/N - PP BIG,129.0,Bag,1612500.0,Dec-25
EM,POKI DEL,771.0,,1403220.0,Dec-25
ENE,,,,1500000.0,Dec-25
ENE,BB BIG - X24,1330.0,,2420600.0,Dec-25
ENE,FG - CC - Mini X72,20.0,Pack,57000.0,Dec-25
ENE,FG/N - BB BIG X12,970.0,Bag,1765400.0,Dec-25
ENE,FG/N - PP BIG,217.0,Bag,2712500.0,Dec-25
ENE,POKI DEL,1420.0,,2584400.0,Dec-25
EU,BB BIG - X24,895.0,,1628900.0,Dec-25
EU,FG - CC - Medium X24,453.0,,860700.0,Dec-25
EU,FG - CC - Mini X72,80.0,Pack,228000.0,Dec-25
EU,FG/N - BB BIG X12,821.0,Bag,1494220.0,Dec-25
EU,FG/N - PP BIG,256.0,Bag,3200000.0,Dec-25
EU,POKI DEL,1216.0,,2213120.0,Dec-25
General sale,BB BIG - X24,563.17,,1126250.0,Dec-25
General sale,FG - CC - Medium X24,21.0,,45100.0,Dec-25
General sale,FG - CC - Mini X72,6.0,Pack,16600.0,Dec-25
General sale,FG/N - BB BIG X12,152.63,Bag,305250.0,Dec-25
General sale,FG/N - PP BIG,44.26,Bag,608750.0,Dec-25
General sale,POKI DEL,466.18,,932250.0,Dec-25
GO,BB BIG - X24,794.0,,1445080.0,Dec-25
GO,FG - CC - Medium X24,125.0,,237500.0,Dec-25
GO,FG - CC - Mini X72,29.0,Pack,82650.0,Dec-25
GO,FG/N - BB BIG X12,340.0,Bag,618800.0,Dec-25
GO,FG/N - PP BIG,69.0,Bag,862500.0,Dec-25
GO,POKI DEL,348.0,,633360.0,Dec-25
HON,BB BIG - X24,1750.0,,3185000.0,Dec-25
HON,FG/N - BB BIG,400.0,Bag,728000.0,Dec-25
HON,FG/N - BB BIG X12,5353.0,Bag,9742460.0,Dec-25
HON,FG/N - PP BIG,1809.0,Bag,22612500.0,Dec-25
HON,POKI DEL,2470.0,,4495400.0,Dec-25
IAZ,BB BIG - X24,515.0,,937300.0,Dec-25
IAZ,FG - CC - Medium X24,2.0,,3800.0,Dec-25
IAZ,FG/N - BB BIG,2.0,Bag,3640.0,Dec-25
IAZ,FG/N - BB BIG X12,200.0,Bag,364000.0,Dec-25
IAZ,FG/N - PP BIG,64.0,Bag,800000.0,Dec-25
IAZ,POKI DEL,316.0,,575120.0,Dec-25
IO,BB BIG - X24,144.0,,262080.0,Dec-25
IO,FG - CC - Medium X24,10.0,,19000.0,Dec-25
IO,FG - CC - Mini X72,7.0,Pack,19950.0,Dec-25
IO,FG/N - BB BIG X12,30.0,Bag,54600.0,Dec-25
IO,FG/N - PP BIG,59.0,Bag,737500.0,Dec-25
IO,POKI DEL,155.0,,282100.0,Dec-25
IR,BB BIG - X24,472.0,,859040.0,Dec-25
IR,FG - CC - Medium X24,191.0,,362900.0,Dec-25
IR,FG - CC - Mini X72,69.0,Pack,196650.0,Dec-25
IR,FG/N - BB BIG X12,262.0,Bag,476840.0,Dec-25
IR,FG/N - PP BIG,71.0,Bag,887500.0,Dec-25
IR,POKI DEL,460.0,,837200.0,Dec-25
IS,FG - CC - Medium X24,100.0,,190000.0,Dec-25
IS,FG - CC - Mini X72,400.0,Pack,1140000.0,Dec-25
IS,POKI DEL,840.0,,1528800.0,Dec-25
IY,BB BIG - X24,595.0,,1082900.0,Dec-25
IY,FG - CC - Medium X24,164.0,,311600.0,Dec-25
IY,FG - CC - Mini X72,33.0,Pack,94050.0,Dec-25
IY,FG/N - BB BIG X12,762.0,Bag,1386840.0,Dec-25
IY,FG/N - PP BIG,32.0,Bag,400000.0,Dec-25
IY,POKI DEL,340.0,,618800.0,Dec-25
JO,FG - CC - Medium X24,250.0,,475000.0,Dec-25
JO,FG - CC - Mini X72,50.0,Pack,142500.0,Dec-25
JO,POKI DEL,250.0,,455000.0,Dec-25
KCO,BB BIG - X24,335.0,,609700.0,Dec-25
KCO,FG - CC - Medium X24,30.0,,57000.0,Dec-25
KCO,FG/N - BB BIG X12,112.0,Bag,203840.0,Dec-25
KCO,FG/N - PP BIG,80.0,Bag,1000000.0,Dec-25
KCO,POKI DEL,926.0,,1685320.0,Dec-25
M.O,BB BIG - X24,1380.0,,2511600.0,Dec-25
M.O,FG - CC - Medium X24,21.0,,39900.0,Dec-25
M.O,FG - CC - Mini X72,3.0,Pack,8550.0,Dec-25
M.O,FG/N - BB BIG,70.0,Bag,127400.0,Dec-25
M.O,FG/N - BB BIG X12,1005.0,Bag,1829100.0,Dec-25
M.O,FG/N - PP BIG,74.0,Bag,925000.0,Dec-25
M.O,POKI DEL,485.0,,882700.0,Dec-25
MA,BB BIG - X24,2145.0,,3903900.0,Dec-25
MA,FG - CC - Medium X24,234.0,,444600.0,Dec-25
MA,FG - CC - Mini X72,37.0,Pack,105450.0,Dec-25
MA,FG/N - BB BIG X12,1315.0,Bag,2393300.0,Dec-25
MA,FG/N - PP BIG,279.0,Bag,3487500.0,Dec-25
MA,POKI DEL,244.0,,444080.0,Dec-25
MAB,BB BIG - X24,240.0,,436800.0,Dec-25
MAB,FG - CC - Medium X24,80.0,,152000.0,Dec-25
MAB,FG - CC - Mini X72,270.0,Pack,769500.0,Dec-25
MAB,FG/N - BB BIG X12,570.0,Bag,1037400.0,Dec-25
MAB,FG/N - PP BIG,710.0,Bag,8875000.0,Dec-25
MAB,POKI DEL,1665.0,,3030300.0,Dec-25
MAE,BB BIG - X24,1414.0,,2573480.0,Dec-25
MAE,FG - CC - Medium X24,30.0,,57000.0,Dec-25
MAE,FG - CC - Mini X72,25.0,Pack,71250.0,Dec-25
MAE,FG/N - BB BIG X12,4890.0,Bag,8899800.0,Dec-25
MAE,FG/N - PP BIG,843.0,Bag,10537500.0,Dec-25
MAE,POKI DEL,510.0,,928200.0,Dec-25
MAMA,BB BIG - X24,2265.0,,4122300.0,Dec-25
MAMA,FG - CC - Medium X24,70.0,,133000.0,Dec-25
MAMA,FG - CC - Mini X72,14.0,Pack,39900.0,Dec-25
MAMA,FG/N - BB BIG,2.0,Bag,3640.0,Dec-25
MAMA,FG/N - BB BIG X12,1075.0,Bag,1956500.0,Dec-25
MAMA,FG/N - PP BIG,73.0,Bag,912500.0,Dec-25
MAMA,POKI DEL,173.0,,314860.0,Dec-25
MAMA D,BB BIG - X24,155.0,,282100.0,Dec-25
MAMA D,FG/N - BB BIG X12,686.0,Bag,1248520.0,Dec-25
MAMA D,FG/N - PP BIG,132.0,Bag,1650000.0,Dec-25
MAMA D,POKI DEL,75.0,,136500.0,Dec-25
MAO,BB BIG - X24,371.0,,675220.0,Dec-25
MAO,FG/N - BB BIG X12,1000.0,Bag,1820000.0,Dec-25
MAO,FG/N - PP BIG,192.0,Bag,2400000.0,Dec-25
MAO,POKI DEL,190.0,,345800.0,Dec-25
MP,BB BIG - X24,576.0,,1048320.0,Dec-25
MP,FG/N - BB BIG X12,331.0,Bag,602420.0,Dec-25
MP,FG/N - PP BIG,89.0,Bag,1112500.0,Dec-25
MP,POKI DEL,377.0,,686140.0,Dec-25
MW,BB BIG - X24,3480.0,,6333600.0,Dec-25
MW,FG - CC - Medium X24,85.0,,161500.0,Dec-25
MW,FG - CC - Mini X72,44.0,Pack,125400.0,Dec-25
MW,FG/N - BB BIG,200.0,Bag,364000.0,Dec-25
MW,FG/N - BB BIG X12,1500.0,Bag,2730000.0,Dec-25
MW,FG/N - PP BIG,498.0,Bag,6225000.0,Dec-25
MW,POKI DEL,2670.0,,4859400.0,Dec-25
NK,BB BIG - X24,2086.0,,3796520.0,Dec-25
NK,FG - CC - Medium X24,32.0,,60800.0,Dec-25
NK,FG - CC - Mini X72,18.0,Pack,51300.0,Dec-25
NK,FG/N - BB BIG,50.0,Bag,91000.0,Dec-25
NK,FG/N - BB BIG X12,1275.0,Bag,2320500.0,Dec-25
NK,FG/N - PP BIG,78.0,Bag,975000.0,Dec-25
NK,POKI DEL,253.0,,460460.0,Dec-25
PA,FG - CC - Medium X24,459.0,,872100.0,Dec-25
PA,FG - CC - Mini X72,150.0,Pack,427500.0,Dec-25
RM,BB BIG - X24,1105.0,,2011100.0,Dec-25
RM,FG - CC - Medium X24,44.0,,83600.0,Dec-25
RM,FG - CC - Mini X72,13.0,Pack,37050.0,Dec-25
RM,FG/N - BB BIG X12,455.0,Bag,828100.0,Dec-25
RM,FG/N - PP BIG,382.0,Bag,4775000.0,Dec-25
RM,POKI DEL,2684.0,,4884880.0,Dec-25
ZEL,FG - CC - Medium X24,50.0,,95000.0,Dec-25
ZEL,FG - CC - Mini X72,390.0,Pack,1111500.0,Dec-25
ZIN,BB BIG - X24,735.0,,1337700.0,Dec-25
ZIN,FG - CC - Medium X24,12.0,,22800.0,Dec-25
ZIN,FG - CC - Mini X72,25.0,Pack,71250.0,Dec-25
ZIN,FG/N - BB BIG X12,287.0,Bag,522340.0,Dec-25
ZIN,FG/N - PP BIG,167.0,Bag,2087500.0,Dec-25
ZIN,POKI DEL,279.0,,507780.0,Dec-25
Report Totals,,96592.19,,255798270.0,Dec-25
Advert,BB BIG - X24,2.0,,4000.0,Nov-25
Advert,FG - CC - Medium X24,271.0,,542000.0,Nov-25
Advert,FG - CC - Mini X72,264.0,Pack,792000.0,Nov-25
Advert,FG/N - BB BIG X12,0.25,Bag,500.0,Nov-25
Advert,FG/N - PP BIG,0.07,Bag,1000.0,Nov-25
Advert,POKI DEL,8.5,,17000.0,Nov-25
AO,BB BIG - X24,1770.0,,3221400.0,Nov-25
AO,FG - CC - Medium X24,453.0,,860700.0,Nov-25
AO,FG - CC - Mini X72,143.0,Pack,407550.0,Nov-25
AO,FG/N - BB BIG X12,777.0,Bag,1414140.0,Nov-25
AO,FG/N - PP BIG,214.0,Bag,2675000.0,Nov-25
AO,POKI DEL,1499.0,,2728180.0,Nov-25
AS,BB BIG - X24,775.0,,1410500.0,Nov-25
AS,FG/N - BB BIG X12,275.0,Bag,500500.0,Nov-25
AS,FG/N - PP BIG,117.0,Bag,1462500.0,Nov-25
AS,POKI DEL,546.0,,993720.0,Nov-25
DAM,BB BIG - X24,3.0,,6000.0,Nov-25
DAM,FG/N - BB BIG X12,2.0,Bag,4000.0,Nov-25
DE,BB BIG - X24,981.0,,1785420.0,Nov-25
DE,FG - CC - Medium X24,54.0,,102600.0,Nov-25
DE,FG - CC - Mini X72,18.0,Pack,51300.0,Nov-25
DE,FG/N - BB BIG X12,764.0,Bag,1390480.0,Nov-25
DE,FG/N - PP BIG,33.0,Bag,412500.0,Nov-25
DE,POKI DEL,125.0,,227500.0,Nov-25
DV,BB BIG - X24,812.0,,1477840.0,Nov-25
DV,FG - CC - Medium X24,464.0,,881600.0,Nov-25
DV,FG - CC - Mini X72,74.0,Pack,210900.0,Nov-25
DV,FG/N - BB BIG X12,342.0,Bag,622440.0,Nov-25
DV,FG/N - PP BIG,24.0,Bag,300000.0,Nov-25
DV,POKI DEL,320.0,,582400.0,Nov-25
Edith,BB BIG - X24,2849.0,,5185180.0,Nov-25
Edith,FG/N - BB BIG X12,1990.0,Bag,3621800.0,Nov-25
Edith,FG/N - PP BIG,405.0,Bag,5062500.0,Nov-25
Edith,POKI DEL,1900.0,,3458000.0,Nov-25
EM,BB BIG - X24,700.0,,1274000.0,Nov-25
EM,FG - CC - Medium X24,213.0,,404700.0,Nov-25
EM,FG - CC - Mini X72,34.0,Pack,96900.0,Nov-25
EM,FG/N - BB BIG X12,664.0,Bag,1208480.0,Nov-25
EM,FG/N - PP BIG,111.0,Bag,1387500.0,Nov-25
EM,POKI DEL,605.0,,1101100.0,Nov-25
ENE,BB BIG - X24,1360.0,,2475200.0,Nov-25
ENE,FG/N - BB BIG X12,1160.0,Bag,2111200.0,Nov-25
ENE,FG/N - PP BIG,252.0,Bag,3150000.0,Nov-25
ENE,POKI DEL,1345.0,,2447900.0,Nov-25
EU,BB BIG - X24,968.0,,1761760.0,Nov-25
EU,FG - CC - Medium X24,340.0,,646000.0,Nov-25
EU,FG - CC - Mini X72,71.0,Pack,202350.0,Nov-25
EU,FG/N - BB BIG X12,850.0,Bag,1547000.0,Nov-25
EU,FG/N - PP BIG,257.0,Bag,3212500.0,Nov-25
EU,POKI DEL,999.0,,1818180.0,Nov-25
General sale,BB BIG - X24,538.29,,1076500.0,Nov-25
General sale,FG - CC - Medium X24,7.0,,14700.0,Nov-25
General sale,FG - CC - Mini X72,1.0,Pack,3100.0,Nov-25
General sale,FG/N - BB BIG X12,117.25,Bag,234500.0,Nov-25
General sale,FG/N - PP BIG,42.62,Bag,585750.0,Nov-25
General sale,POKI DEL,333.69,,667250.0,Nov-25
GO,BB BIG - X24,755.0,,1374100.0,Nov-25
GO,FG - CC - Medium X24,114.0,,216600.0,Nov-25
GO,FG - CC - Mini X72,31.0,Pack,88350.0,Nov-25
GO,FG/N - BB BIG X12,361.0,Bag,657020.0,Nov-25
GO,FG/N - PP BIG,60.0,Bag,750000.0,Nov-25
GO,POKI DEL,280.0,,509600.0,Nov-25
HON,,,,25000.0,Nov-25
HON,BB BIG - X24,2433.0,,4428060.0,Nov-25
HON,FG/N - BB BIG X12,5750.0,Bag,10465000.0,Nov-25
HON,FG/N - PP BIG,2088.0,Bag,26100000.0,Nov-25
HON,POKI DEL,2030.0,,3694600.0,Nov-25
IAZ,BB BIG - X24,787.0,,1432340.0,Nov-25
IAZ,FG - CC - Medium X24,20.0,,38000.0,Nov-25
IAZ,FG/N - BB BIG X12,241.0,Bag,438620.0,Nov-25
IAZ,FG/N - PP BIG,70.0,Bag,875000.0,Nov-25
IAZ,POKI DEL,378.0,,687960.0,Nov-25
IO,BB BIG - X24,309.0,,562380.0,Nov-25
IO,FG - CC - Medium X24,22.0,,41800.0,Nov-25
IO,FG - CC - Mini X72,7.0,Pack,19950.0,Nov-25
IO,FG/N - BB BIG X12,80.0,Bag,145600.0,Nov-25
IO,FG/N - PP BIG,92.0,Bag,1150000.0,Nov-25
IO,POKI DEL,300.0,,546000.0,Nov-25
IR,BB BIG - X24,499.0,,908180.0,Nov-25
IR,FG - CC - Medium X24,275.0,,522500.0,Nov-25
IR,FG - CC - Mini X72,90.0,Pack,256500.0,Nov-25
IR,FG/N - BB BIG X12,376.0,Bag,684320.0,Nov-25
IR,FG/N - PP BIG,69.0,Bag,862500.0,Nov-25
IR,POKI DEL,363.0,,660660.0,Nov-25
IS,FG - CC - Medium X24,1500.0,,2850000.0,Nov-25
IS,FG - CC - Mini X72,600.0,Pack,1710000.0,Nov-25
IS,POKI DEL,780.0,,1419600.0,Nov-25
IY,BB BIG - X24,1013.0,,1843660.0,Nov-25
IY,FG - CC - Medium X24,163.0,,309700.0,Nov-25
IY,FG - CC - Mini X72,22.0,Pack,62700.0,Nov-25
IY,FG/N - BB BIG X12,1140.0,Bag,2074800.0,Nov-25
IY,FG/N - PP BIG,61.0,Bag,762500.0,Nov-25
IY,POKI DEL,508.0,,924560.0,Nov-25
JO,,,,,Nov-25
JO,FG - CC - Medium X24,350.0,,665000.0,Nov-25
JO,FG - CC - Mini X72,60.0,Pack,171000.0,Nov-25
JO,POKI DEL,120.0,,218400.0,Nov-25
KCO,BB BIG - X24,306.0,,556920.0,Nov-25
KCO,FG - CC - Medium X24,25.0,,47500.0,Nov-25
KCO,FG - CC - Mini X72,5.0,Pack,14250.0,Nov-25
KCO,FG/N - BB BIG X12,166.0,Bag,302120.0,Nov-25
KCO,FG/N - PP BIG,67.0,Bag,837500.0,Nov-25
KCO,POKI DEL,793.0,,1443260.0,Nov-25
M.O,BB BIG - X24,1620.0,,2948400.0,Nov-25
M.O,FG - CC - Medium X24,17.0,,32300.0,Nov-25
M.O,FG/N - BB BIG X12,1353.0,Bag,2462460.0,Nov-25
M.O,FG/N - PP BIG,84.0,Bag,1050000.0,Nov-25
M.O,POKI DEL,520.0,,946400.0,Nov-25
MA,BB BIG - X24,1908.0,,3472560.0,Nov-25
MA,FG - CC - Medium X24,242.0,,459800.0,Nov-25
MA,FG - CC - Mini X72,28.0,Pack,79800.0,Nov-25
MA,FG/N - BB BIG X12,1480.0,Bag,2693600.0,Nov-25
MA,FG/N - PP BIG,251.0,Bag,3137500.0,Nov-25
MA,POKI DEL,207.0,,376740.0,Nov-25
MAB,BB BIG - X24,310.0,,564200.0,Nov-25
MAB,FG - CC - Medium X24,118.0,,224200.0,Nov-25
MAB,FG - CC - Mini X72,258.0,Pack,735300.0,Nov-25
MAB,FG/N - BB BIG X12,680.0,Bag,1237600.0,Nov-25
MAB,FG/N - PP BIG,969.0,Bag,12112500.0,Nov-25
MAB,POKI DEL,2145.0,,3903900.0,Nov-25
MAE,BB BIG - X24,2150.0,,3913000.0,Nov-25
MAE,FG - CC - Medium X24,50.0,,95000.0,Nov-25
MAE,FG - CC - Mini X72,40.0,Pack,114000.0,Nov-25
MAE,FG/N - BB BIG X12,6399.0,Bag,11646180.0,Nov-25
MAE,FG/N - PP BIG,1125.0,Bag,14062500.0,Nov-25
MAE,POKI DEL,685.0,,1246700.0,Nov-25
MAMA,BB BIG - X24,2290.0,,4167800.0,Nov-25
MAMA,FG - CC - Medium X24,125.0,,237500.0,Nov-25
MAMA,FG - CC - Mini X72,34.0,Pack,96900.0,Nov-25
MAMA,FG/N - BB BIG X12,1300.0,Bag,2366000.0,Nov-25
MAMA,FG/N - PP BIG,79.0,Bag,987500.0,Nov-25
MAMA,POKI DEL,180.0,,327600.0,Nov-25
MAMA D,BB BIG - X24,160.0,,291200.0,Nov-25
MAMA D,FG/N - BB BIG X12,1199.0,Bag,2182180.0,Nov-25
MAMA D,FG/N - PP BIG,189.0,Bag,2362500.0,Nov-25
MAMA D,POKI DEL,73.0,,132860.0,Nov-25
MAO,BB BIG - X24,625.0,,1137500.0,Nov-25
MAO,FG/N - BB BIG X12,1290.0,Bag,2347800.0,Nov-25
MAO,FG/N - PP BIG,258.0,Bag,3225000.0,Nov-25
MAO,POKI DEL,275.0,,500500.0,Nov-25
MP,BB BIG - X24,823.0,,1497860.0,Nov-25
MP,FG/N - BB BIG X12,547.0,Bag,995540.0,Nov-25
MP,FG/N - PP BIG,129.0,Bag,1612500.0,Nov-25
MP,POKI DEL,577.0,,1050140.0,Nov-25
MW,BB BIG - X24,3950.0,,7189000.0,Nov-25
MW,FG - CC - Medium X24,65.0,,123500.0,Nov-25
MW,FG - CC - Mini X72,30.0,Pack,85500.0,Nov-25
MW,FG/N - BB BIG X12,1900.0,Bag,3458000.0,Nov-25
MW,FG/N - PP BIG,595.0,Bag,7437500.0,Nov-25
MW,POKI DEL,2556.0,,4651920.0,Nov-25
NK,BB BIG - X24,2139.0,,3892980.0,Nov-25
NK,FG - CC - Medium X24,21.0,,39900.0,Nov-25
NK,FG - CC - Mini X72,18.0,Pack,51300.0,Nov-25
NK,FG/N - BB BIG X12,1512.0,Bag,2751840.0,Nov-25
NK,FG/N - PP BIG,70.0,Bag,875000.0,Nov-25
NK,POKI DEL,265.0,,482300.0,Nov-25
RM,BB BIG - X24,1640.0,,2984800.0,Nov-25
RM,FG - CC - Medium X24,119.0,,226100.0,Nov-25
RM,FG - CC - Mini X72,35.0,Pack,99750.0,Nov-25
RM,FG/N - BB BIG X12,750.0,Bag,1365000.0,Nov-25
RM,FG/N - PP BIG,550.0,Bag,6875000.0,Nov-25
RM,POKI DEL,3353.0,,6102460.0,Nov-25
ZEL,FG - CC - Medium X24,500.0,,950000.0,Nov-25
ZEL,FG - CC - Mini X72,120.0,Pack,342000.0,Nov-25
ZIN,,,,10000.0,Nov-25
ZIN,BB BIG - X24,1123.0,,2043860.0,Nov-25
ZIN,FG - CC - Medium X24,20.0,,38000.0,Nov-25
ZIN,FG - CC - Mini X72,15.0,Pack,42750.0,Nov-25
ZIN,FG/N - BB BIG X12,410.0,Bag,746200.0,Nov-25
ZIN,FG/N - PP BIG,205.0,Bag,2562500.0,Nov-25
ZIN,POKI DEL,370.0,,673400.0,Nov-25
Report Totals,,109925.67,,293327910.0,Nov-25
Advert,BB BIG - X24,6.0,,12000.0,Oct-25
Advert,FG - CC - Medium X24,1070.0,,2140000.0,Oct-25
Advert,FG - CC - Mini X72,720.0,Pack,2160000.0,Oct-25
Advert,FG/N - BB BIG X12,2.0,Bag,4000.0,Oct-25
Advert,FG/N - PP BIG,0.64,Bag,8750.0,Oct-25
Advert,POKI DEL,8.0,,16000.0,Oct-25
AO,BB BIG - X24,2136.0,,3887520.0,Oct-25
AO,FG - CC - Medium X24,1000.0,,1900000.0,Oct-25
AO,FG - CC - Mini X72,150.0,Pack,427500.0,Oct-25
AO,FG/N - BB BIG X12,985.0,Bag,1792700.0,Oct-25
AO,FG/N - PP BIG,263.0,Bag,3287500.0,Oct-25
AO,POKI DEL,1476.0,,2686320.0,Oct-25
AS,BB BIG - X24,818.0,,1488760.0,Oct-25
AS,FG/N - BB BIG X12,350.0,Bag,637000.0,Oct-25
AS,FG/N - PP BIG,96.0,Bag,1200000.0,Oct-25
AS,POKI DEL,420.0,,764400.0,Oct-25
DAM,BB BIG - X24,11.0,,22000.0,Oct-25
DAM,FG/N - BB BIG X12,9.0,Bag,18000.0,Oct-25
DAM,POKI DEL,22.0,,44000.0,Oct-25
DE,BB BIG - X24,1288.0,,2344160.0,Oct-25
DE,FG - CC - Medium X24,49.0,,93100.0,Oct-25
DE,FG - CC - Mini X72,28.0,Pack,79800.0,Oct-25
DE,FG/N - BB BIG X12,967.0,Bag,1759940.0,Oct-25
DE,FG/N - PP BIG,34.0,Bag,425000.0,Oct-25
DE,POKI DEL,132.0,,240240.0,Oct-25
DV,BB BIG - X24,1024.0,,1863680.0,Oct-25
DV,FG - CC - Medium X24,728.0,,1383200.0,Oct-25
DV,FG - CC - Mini X72,105.0,Pack,299250.0,Oct-25
DV,FG/N - BB BIG X12,480.0,Bag,873600.0,Oct-25
DV,FG/N - PP BIG,27.0,Bag,337500.0,Oct-25
DV,POKI DEL,425.0,,773500.0,Oct-25
Edith,BB BIG - X24,2625.0,,4777500.0,Oct-25
Edith,FG - CC - Medium X24,20.0,,38000.0,Oct-25
Edith,FG - CC - Mini X72,5.0,Pack,14250.0,Oct-25
Edith,FG/N - BB BIG X12,1768.0,Bag,3217760.0,Oct-25
Edith,FG/N - PP BIG,394.0,Bag,4925000.0,Oct-25
Edith,POKI DEL,1850.0,,3367000.0,Oct-25
EM,BB BIG - X24,774.0,,1408680.0,Oct-25
EM,FG - CC - Medium X24,251.0,,476900.0,Oct-25
EM,FG - CC - Mini X72,35.0,Pack,99750.0,Oct-25
EM,FG/N - BB BIG X12,749.0,Bag,1363180.0,Oct-25
EM,FG/N - PP BIG,116.0,Bag,1450000.0,Oct-25
EM,POKI DEL,742.0,,1350440.0,Oct-25
ENE,BB BIG - X24,1140.0,,2074800.0,Oct-25
ENE,FG/N - BB BIG,80.0,Bag,145600.0,Oct-25
ENE,FG/N - BB BIG X12,880.0,Bag,1601600.0,Oct-25
ENE,FG/N - PP BIG,204.0,Bag,2550000.0,Oct-25
ENE,POKI DEL,1050.0,,1911000.0,Oct-25
EU,BB BIG - X24,1071.0,,1949220.0,Oct-25
EU,FG - CC - Medium X24,394.0,,748600.0,Oct-25
EU,FG - CC - Mini X72,69.0,Pack,196650.0,Oct-25
EU,FG/N - BB BIG,56.0,Bag,101920.0,Oct-25
EU,FG/N - BB BIG X12,802.0,Bag,1459640.0,Oct-25
EU,FG/N - PP BIG,242.0,Bag,3025000.0,Oct-25
EU,POKI DEL,1045.0,,1901900.0,Oct-25
General sale,BB BIG - X24,592.32,,1192500.0,Oct-25
General sale,FG - CC - Medium X24,4.0,,8400.0,Oct-25
General sale,FG - CC - Mini X72,5.0,Pack,15500.0,Oct-25
General sale,FG/N - BB BIG X12,91.75,Bag,183500.0,Oct-25
General sale,FG/N - PP BIG,43.64,Bag,600000.0,Oct-25
General sale,POKI DEL,345.69,,693250.0,Oct-25
GO,BB BIG - X24,947.0,,1723540.0,Oct-25
GO,FG - CC - Medium X24,196.0,,372400.0,Oct-25
GO,FG - CC - Mini X72,45.0,Pack,128250.0,Oct-25
GO,FG/N - BB BIG X12,426.0,Bag,775320.0,Oct-25
GO,FG/N - PP BIG,83.0,Bag,1037500.0,Oct-25
GO,POKI DEL,388.0,,706160.0,Oct-25
HON,,9.0,,22500.0,Oct-25
HON,BB BIG - X24,3150.0,,5733000.0,Oct-25
HON,FG/N - BB BIG X12,6400.0,Bag,11648000.0,Oct-25
HON,FG/N - PP BIG,2505.0,Bag,31312500.0,Oct-25
HON,POKI DEL,1810.0,,3294200.0,Oct-25
IAZ,BB BIG - X24,805.0,,1465100.0,Oct-25
IAZ,FG - CC - Medium X24,2.0,,3800.0,Oct-25
IAZ,FG - CC - Mini X72,1.0,Pack,2850.0,Oct-25
IAZ,FG/N - BB BIG,4.0,Bag,7280.0,Oct-25
IAZ,FG/N - BB BIG X12,294.0,Bag,535080.0,Oct-25
IAZ,FG/N - PP BIG,81.0,Bag,1012500.0,Oct-25
IAZ,POKI DEL,454.0,,826280.0,Oct-25
IO,BB BIG - X24,614.0,,1117480.0,Oct-25
IO,FG - CC - Medium X24,50.0,,95000.0,Oct-25
IO,FG - CC - Mini X72,7.0,Pack,19950.0,Oct-25
IO,FG/N - BB BIG X12,112.0,Bag,203840.0,Oct-25
IO,FG/N - PP BIG,163.0,Bag,2037500.0,Oct-25
IO,POKI DEL,591.0,,1075620.0,Oct-25
